Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0917412,365,PANOLA,F14H AVALON DS,06,102948,2026-07-23,TGNR PANOLA LLC,4HH,22000,2026-07-29,,,,,,False
0917413,365,PANOLA,F14H AVALON ES,06,102948,2026-07-23,TGNR PANOLA LLC,5HH,22000,2026-07-29,,,,,,False
0917414,365,PANOLA,F14H AVALON FS,06,102948,2026-07-23,TGNR PANOLA LLC,6HH,22000,2026-07-29,,,,,,False
0917426,389,REEVES,STATE HIPPO E33,10,101377,2026-07-24,"VTX ENERGY OPERATING, LLC",33H,13000,2026-07-29,,,,,,False
0917401,441,TAYLOR,KISSELL UNIT,08,479574,2026-07-23,L.C.S. PRODUCTION COMPANY,30WI,4999,2026-07-29,,,,,,False
0917227,479,WEBB,LA MESA SA B,04,499978,2026-07-15,"LEWIS PETRO PROPERTIES, INC.",100H,12000,2026-07-29,,,,,,False
0917229,479,WEBB,LA MESA SA D,04,499978,2026-07-15,"LEWIS PETRO PROPERTIES, INC.",1001H,12000,2026-07-29,,,,,,False
0917230,479,WEBB,LA MESA SA E,04,499978,2026-07-15,"LEWIS PETRO PROPERTIES, INC.",101H,12000,2026-07-29,,,,,,False
0917231,479,WEBB,LA MESA SA F,04,499978,2026-07-15,"LEWIS PETRO PROPERTIES, INC.",501H,12000,2026-07-29,,,,,,False
0917402,479,WEBB,JUNCO RANCH,04,100543,2026-07-23,"RIO GRANDE E&P II, LLC",6H,13000,2026-07-29,,,,,,True
0917404,479,WEBB,JUNCO RANCH,04,100543,2026-07-23,"RIO GRANDE E&P II, LLC",7H,13000,2026-07-29,,,,,,True
0917340,501,YOAKUM,DENVER UNIT,11,617544,2026-07-21,OCCIDENTAL PERMIAN LTD.,2930,5300,2026-07-29,,,,,,False
